budget,actual_cost,revenue,profit,profit_margin,schedule_delay,project_duration,team_size,labor_cost,resource_utilization,margin_risk
652574.97,622159.52,827492.83,205333.31,0.248,3,11,22,172859.65,0.67,1
88135.5,98067.74,106055.64,7987.9,0.075,0,8,12,28904.15,0.79,0
658120.02,646837.76,779559.32,132721.56,0.17,2,12,26,197361.25,0.6,1
139559.58,151007.58,151960.97,953.4,0.006,0,8,21,33328.02,0.77,0
528963.1,487268.19,685407.22,198139.03,0.289,0,5,14,184376.16,0.77,0
584584.88,662260.6,726728.47,64467.86,0.089,1,13,15,172555.35,0.84,0
1956304.48,2191934.26,2468001.57,276067.31,0.112,1,9,19,766256.88,0.57,1
65351.54,69459.2,78987.53,9528.33,0.121,1,7,19,22224.05,0.91,0
117770.15,123037.37,138167.79,15130.43,0.11,0,6,11,40622.26,0.8,0
125262.07,138014.81,154474.34,16459.54,0.107,0,7,4,42993.99,0.8,0
186119.83,191491.92,232712.41,41220.49,0.177,0,9,17,72148.12,0.5,0
116269.57,115726.54,129419.07,13692.53,0.106,0,6,10,34199.65,0.86,0
68760.9,69394.66,94687.0,25292.34,0.267,0,8,7,22811.99,0.69,0
151332.17,160828.48,170496.54,9668.06,0.057,0,9,12,58736.51,0.76,0
1463245.73,1534725.21,1787012.01,252286.8,0.141,1,13,14,574498.03,0.65,0
1798590.87,1635597.18,2063153.92,427556.74,0.207,0,16,21,512794.01,0.81,0
127750.07,149521.13,153095.92,3574.79,0.023,0,11,5,42181.25,0.87,0
597758.39,559117.35,699959.01,140841.66,0.201,0,7,15,173444.24,0.95,0
493828.38,562852.11,565332.42,2480.31,0.004,1,5,12,205737.18,0.87,1
611509.93,630177.79,747526.11,117348.32,0.157,1,9,15,202336.09,0.76,0
160334.18,167507.8,200169.81,32662.01,0.163,0,7,7,39572.15,0.5,0
395419.81,421456.05,473965.35,52509.3,0.111,0,10,12,95803.81,0.55,0
746320.55,791718.33,992751.31,201032.98,0.203,0,6,10,292255.55,0.92,0
120979.19,142462.79,140125.79,-2337.0,-0.017,0,11,3,47081.25,0.65,1
101033.53,109257.16,112379.49,3122.33,0.028,0,2,21,37710.22,0.76,0
789530.85,794545.06,937774.63,143229.58,0.153,0,11,16,201745.68,0.8,0
143566.21,149022.14,172807.58,23785.43,0.138,0,2,15,48206.28,0.65,0
134331.99,164231.24,171006.87,6775.63,0.04,0,6,14,47048.5,0.75,0
355169.5,344317.02,419323.51,75006.49,0.179,0,6,17,98623.28,0.82,0
389991.52,403546.84,477394.27,73847.43,0.155,0,3,16,101537.61,0.78,0
590837.47,522334.32,708064.0,185729.68,0.262,1,10,15,146964.14,0.83,0
50000.0,53042.07,60748.19,7706.12,0.127,0,6,7,11749.93,0.73,0
50000.0,56561.81,58873.2,2311.38,0.039,0,5,17,14800.98,0.72,0
112554.07,131509.83,131736.51,226.69,0.002,0,6,9,37628.91,0.8,0
230871.58,287248.09,273777.92,-13470.16,-0.049,1,9,4,86920.49,0.72,1
109612.53,105135.1,121257.6,16122.5,0.133,0,3,8,30077.96,0.79,0
124217.57,144083.69,153606.15,9522.46,0.062,0,5,15,42160.91,0.68,0
598669.36,531942.43,732301.65,200359.22,0.274,2,11,19,199330.83,0.88,0
470959.71,563243.3,615574.38,52331.08,0.085,0,8,10,185489.68,0.82,0
416316.46,471355.25,520128.43,48773.18,0.094,1,10,10,156156.99,0.62,1
93147.05,99872.25,108867.99,8995.74,0.083,0,4,10,36957.4,0.78,0
153296.02,170600.29,184016.27,13415.98,0.073,0,9,18,38711.8,0.64,1
118688.93,117357.04,134154.32,16797.28,0.125,0,8,8,30279.35,0.83,0
61608.53,71097.12,68469.5,-2627.61,-0.038,0,4,11,19877.89,0.52,1
1597410.72,1531870.15,1806774.54,274904.4,0.152,0,12,20,414544.63,0.74,0
1395041.2,1325074.61,1500026.21,174951.6,0.117,1,9,24,342192.7,0.94,0
201772.95,211411.29,230985.99,19574.7,0.085,0,10,8,65011.0,0.83,0
649794.59,789887.59,779321.04,-10566.55,-0.014,0,12,16,229271.6,0.84,1
382272.28,366232.52,478530.66,112298.14,0.235,1,6,19,119337.7,0.62,0
664818.04,710747.18,757380.08,46632.9,0.062,1,14,16,269159.91,0.95,0
77277.45,72507.11,91493.84,18986.73,0.208,1,9,10,22143.71,0.8,0
2003416.68,1944490.74,2398661.6,454170.86,0.189,1,17,34,706508.76,0.7,0
888130.67,969160.71,1020909.84,51749.13,0.051,1,16,16,340039.58,0.85,0
90088.6,88807.74,113409.54,24601.8,0.217,1,5,18,28803.75,0.94,0
741632.46,844017.0,891071.43,47054.43,0.053,0,16,21,320543.87,0.76,0
50000.0,50312.65,60755.75,10443.11,0.172,0,8,3,11465.49,0.65,0
594264.22,754416.49,712454.91,-41961.58,-0.059,1,8,19,254483.19,0.58,1
77947.13,88411.51,89735.85,1324.34,0.015,0,2,14,28623.03,0.7,0
458179.69,471162.26,537521.48,66359.22,0.123,1,8,12,174595.38,0.75,0
120601.36,130006.6,134712.36,4705.76,0.035,0,7,9,33373.6,0.84,0
753675.66,876368.31,885645.73,9277.42,0.01,2,11,6,252149.97,0.6,1
545009.61,600583.37,640759.34,40175.97,0.063,1,6,10,184469.24,0.58,1
676226.89,770815.6,807899.51,37083.9,0.046,1,13,12,228969.65,0.69,1
75121.28,73837.46,89834.66,15997.2,0.178,1,13,10,22071.66,0.87,0
50000.0,46572.59,59500.9,12928.31,0.217,1,10,9,15928.02,0.83,0
178427.21,231549.83,241410.71,9860.88,0.041,0,2,16,81803.76,0.75,1
586182.47,619573.99,707307.45,87733.46,0.124,1,12,15,147324.57,0.69,0
783174.86,878612.21,924605.46,45993.25,0.05,0,14,21,266291.67,0.73,1
176022.18,163861.24,221543.57,57682.33,0.26,1,7,13,42359.7,0.79,0
154583.39,140915.47,181340.24,40424.77,0.223,0,7,16,39759.29,0.67,0
333219.71,357306.53,375042.37,17735.84,0.047,1,10,19,133230.8,0.7,0
103111.97,112223.03,124660.04,12437.01,0.1,0,7,21,40536.86,0.8,0
630931.38,676636.05,726573.38,49937.33,0.069,1,10,12,189234.22,0.73,0
1445506.46,1482020.66,1639647.82,157627.16,0.096,0,8,19,447213.79,0.73,0
207899.35,211113.5,266621.13,55507.63,0.208,0,7,19,74768.04,0.68,0
1775011.94,2068237.39,2220860.5,152623.11,0.069,0,17,23,721862.93,0.86,0
1508921.71,1373356.01,1915853.54,542497.53,0.283,0,12,19,370716.45,0.7,0
65631.95,72496.99,82071.96,9574.96,0.117,0,3,15,16134.3,0.78,0
61025.97,55850.68,63374.99,7524.31,0.119,1,6,10,19547.34,0.81,1
791831.06,862389.29,975040.57,112651.28,0.116,0,7,11,190787.8,0.95,0
142949.42,158245.92,163874.19,5628.27,0.034,0,5,11,38790.73,0.54,1
112985.67,118500.05,132583.54,14083.49,0.106,0,7,13,34613.83,0.69,0
676003.11,798031.96,736539.23,-61492.74,-0.083,0,7,11,293648.43,0.7,0
159674.15,157100.31,189528.76,32428.45,0.171,0,3,11,56570.6,0.66,0
65605.76,68266.36,77317.05,9050.69,0.117,0,7,11,15926.94,0.77,0
136505.65,152361.56,176990.19,24628.62,0.139,1,8,19,53686.78,0.87,0
320542.97,361160.9,385164.75,24003.85,0.062,0,9,12,133620.26,0.8,0
565777.3,546470.82,616364.61,69893.79,0.113,3,12,11,198037.93,0.65,0
135367.04,153023.77,158700.34,5676.56,0.036,1,10,3,37013.51,0.81,1
1792949.31,1906101.83,2252243.83,346142.01,0.154,1,11,10,702435.23,0.78,0
130951.68,147907.83,149353.8,1445.97,0.01,0,3,9,39584.21,0.71,1
1812192.73,1493947.21,2268880.7,774933.48,0.342,1,18,14,409671.85,0.83,0
131653.35,139513.49,161844.97,22331.48,0.138,0,2,25,46735.99,0.76,0
125618.68,123266.32,150533.76,27267.44,0.181,0,7,8,36376.27,0.75,0
148170.12,181564.14,181540.42,-23.73,-0.0,1,11,14,67768.84,0.81,1
50000.0,51091.8,61520.83,10429.02,0.17,0,7,4,17283.66,0.65,0
125950.94,138569.12,150634.51,12065.39,0.08,0,8,17,36171.65,0.81,0
96120.52,99204.53,119234.21,20029.68,0.168,1,8,8,35022.43,0.74,0
153181.97,165916.92,188876.04,22959.12,0.122,1,7,17,58500.85,0.82,0
113580.55,103478.91,134747.99,31269.08,0.232,0,5,11,26428.27,0.78,0
431898.66,394163.16,473870.07,79706.91,0.168,0,5,15,137686.73,0.68,0
1687533.16,1858027.79,2041766.31,183738.52,0.09,1,16,29,616814.3,0.84,0
1859699.24,1758382.84,2122600.61,364217.77,0.172,1,13,25,428286.17,0.5,1
766671.78,934165.42,906133.16,-28032.27,-0.031,1,12,10,293566.29,0.83,1
1344996.87,1590799.83,1591205.03,405.2,0.0,1,11,10,429534.98,0.81,1
126816.04,139239.74,148563.02,9323.28,0.063,0,4,9,38485.52,0.66,0
83061.4,96531.85,98287.59,1755.75,0.018,0,7,12,32418.76,0.57,1
460522.81,461174.06,529439.71,68265.65,0.129,1,9,17,147358.73,0.79,0
132613.26,138409.95,167358.57,28948.62,0.173,0,5,17,42349.24,0.77,0
132525.72,148786.77,161531.4,12744.63,0.079,0,10,21,51082.01,0.83,0
310707.94,287774.82,332263.25,44488.43,0.134,0,7,15,91217.22,0.79,0
477142.1,478426.59,556252.69,77826.09,0.14,1,10,17,162789.09,0.89,0
50000.0,41579.53,57388.51,15808.98,0.275,0,5,14,14844.58,0.53,0
377429.12,350608.12,469295.26,118687.14,0.253,0,6,12,99109.8,0.62,0
715237.29,856946.34,932160.59,75214.26,0.081,0,3,10,299558.83,0.8,1
1844704.41,2166956.27,1996439.47,-170516.8,-0.085,2,16,28,498250.9,0.53,1
1095145.78,1306341.29,1269024.88,-37316.41,-0.029,1,11,27,414578.61,0.73,1
1525601.93,1516900.68,1835143.86,318243.17,0.173,0,14,11,511627.98,0.84,0
87419.9,96390.11,112595.45,16205.34,0.144,0,9,9,25164.74,0.95,0
98026.0,95385.08,111327.58,15942.51,0.143,0,9,16,25074.78,0.79,0
1779519.02,1866178.78,2033342.78,167164.01,0.082,2,14,30,467644.41,0.63,0
442300.65,453235.59,496877.14,43641.55,0.088,0,6,18,169741.37,0.53,0
50000.0,57743.53,60686.28,2942.75,0.048,1,8,12,17101.17,0.68,1
658525.83,771069.64,805628.23,34558.6,0.043,1,9,16,189507.23,0.62,1
80075.97,82930.08,83066.48,136.39,0.002,0,2,12,22876.72,0.7,0
705033.29,716540.23,810986.96,94446.73,0.116,0,9,14,166993.04,0.76,0
608896.91,654458.4,719956.3,65497.9,0.091,0,10,18,159360.29,0.71,0
428581.4,460302.42,501612.93,41310.51,0.082,0,8,9,170984.43,0.55,0
143307.48,141875.15,163192.64,21317.49,0.131,0,6,6,45047.33,0.72,0
163929.43,161361.13,199685.9,38324.77,0.192,0,5,16,50761.76,0.79,0
1371818.23,1450101.26,1819726.91,369625.65,0.203,0,16,9,535170.31,0.76,0
1359562.64,1600007.18,1647792.48,47785.29,0.029,0,10,14,481420.84,0.85,1
91209.65,99611.6,107420.97,7809.37,0.073,2,12,11,36915.61,0.78,1
713509.05,762292.69,847771.3,85478.6,0.101,2,8,21,255792.89,0.62,1
645082.12,752657.98,760054.81,7396.83,0.01,0,10,4,285225.28,0.93,0
819515.35,957812.43,903814.74,-53997.69,-0.06,0,9,11,351905.87,0.68,0
617157.52,752641.06,754851.18,2210.12,0.003,2,11,16,176233.1,0.82,1
643637.01,750952.46,827354.48,76402.01,0.092,0,9,10,168540.81,0.73,0
84323.23,79916.07,103825.31,23909.23,0.23,0,8,18,24729.37,0.89,0
93473.5,97414.12,116518.35,19104.24,0.164,0,9,15,34498.61,0.74,0
104391.82,108119.81,122360.7,14240.89,0.116,0,4,12,32006.01,0.6,0
102759.96,121247.24,122068.27,821.03,0.007,1,10,8,45117.2,0.55,1
922872.92,1031946.39,1207943.15,175996.76,0.146,3,16,14,371335.5,0.75,1
511973.6,545077.48,644060.3,98982.82,0.154,0,8,21,150002.02,0.57,1
135796.87,147514.08,153179.65,5665.58,0.037,0,5,5,49196.6,0.5,1
652351.84,652096.84,796439.44,144342.6,0.181,2,10,28,202957.52,0.78,0
608693.28,687080.05,724785.03,37704.98,0.052,1,11,5,164228.95,0.79,1
573927.77,590944.76,686197.09,95252.33,0.139,0,5,9,135966.03,0.82,0
644617.29,631771.17,777162.87,145391.69,0.187,0,8,17,217284.83,0.79,0
501815.26,475060.25,598964.45,123904.2,0.207,0,4,9,122976.73,0.63,0
139932.58,134083.5,164407.06,30323.56,0.184,0,7,16,42680.04,0.95,0
400181.14,380384.58,496008.42,115623.84,0.233,0,13,11,108692.74,0.64,0
1321763.94,1308729.13,1532480.01,223750.88,0.146,3,16,16,349465.56,0.57,1
484123.71,550424.01,612007.35,61583.35,0.101,0,9,20,136121.49,0.58,1
519362.39,566914.75,616738.71,49823.96,0.081,0,10,18,125912.53,0.88,0
88698.35,95164.62,103091.34,7926.72,0.077,0,3,8,24627.05,0.67,0
138400.91,140626.97,156080.88,15453.9,0.099,0,6,13,44680.71,0.86,0
488286.58,474041.92,532474.38,58432.47,0.11,0,5,17,170977.37,0.66,0
753759.49,758086.55,905028.85,146942.3,0.162,2,11,17,195271.72,0.68,0
95199.08,94872.04,106559.92,11687.88,0.11,0,2,19,21022.94,0.69,0
176116.19,190945.17,184981.29,-5963.88,-0.032,1,9,11,42300.7,0.74,0
1373669.17,1642257.45,1626953.19,-15304.25,-0.009,2,19,15,468172.75,0.8,0
135915.8,122059.88,153952.03,31892.15,0.207,1,7,10,34787.55,0.8,0
469475.53,573452.89,564148.86,-9304.03,-0.016,0,6,18,143525.95,0.72,1
499775.31,530905.1,518007.66,-12897.44,-0.025,0,9,20,169946.49,0.79,0
133878.41,126443.39,156840.09,30396.7,0.194,0,6,16,39522.36,0.56,0
517008.21,576660.07,648707.48,72047.41,0.111,0,6,8,208248.5,0.94,0
96623.61,102305.35,120653.21,18347.87,0.152,0,5,17,31872.42,0.91,0
1597717.51,1484511.59,2028328.88,543817.28,0.268,0,18,24,463272.35,0.59,0
50000.0,51758.94,62405.14,10646.2,0.171,0,11,13,18715.31,0.69,0
118966.47,104582.65,132313.68,27731.03,0.21,1,8,11,36340.76,0.72,0
566197.78,531123.27,623996.04,92872.77,0.149,0,8,15,162695.63,0.77,0
668886.42,660710.91,818005.65,157294.74,0.192,0,11,11,196030.53,0.87,0
541014.54,602631.69,673287.68,70655.99,0.105,1,13,18,199305.31,0.84,0
697610.96,662035.45,846262.22,184226.76,0.218,0,6,17,244237.0,0.62,0
1717746.34,1739744.08,1924642.61,184898.54,0.096,2,14,25,515235.92,0.73,1
581956.69,632164.59,650248.59,18084.01,0.028,1,10,19,210978.67,0.95,0
1754378.63,1960143.6,2176817.89,216674.3,0.1,1,13,30,602819.46,0.87,0
1767432.01,1920893.87,2066332.41,145438.54,0.07,0,16,23,640412.25,0.79,0
742173.12,815305.67,924042.39,108736.72,0.118,1,11,23,264124.19,0.64,0
73320.47,74941.75,80430.25,5488.5,0.068,2,12,18,27419.98,0.73,0
96129.1,98267.22,113649.65,15382.43,0.135,0,7,12,30219.75,0.66,0
77329.3,78420.63,85868.61,7447.98,0.087,0,6,13,25066.51,0.72,0
108799.03,111014.06,131150.26,20136.2,0.154,0,4,12,31952.74,0.73,0
1018385.09,991842.64,1029681.61,37838.97,0.037,0,12,23,376098.79,0.93,0
569554.75,613003.26,640252.85,27249.59,0.043,1,6,21,168360.24,0.73,0
177017.33,165106.76,195965.93,30859.17,0.157,1,10,8,53761.92,0.8,0
563127.13,645160.87,700218.85,55057.97,0.079,0,6,20,225735.16,0.84,0
1089317.83,1047860.82,1202394.05,154533.23,0.129,0,14,19,385569.12,0.67,0
167845.35,195712.25,182872.91,-12839.33,-0.07,0,5,9,50114.93,0.64,1
714814.61,743344.15,914807.25,171463.1,0.187,0,12,21,237582.13,0.74,0
680958.55,720615.68,739406.35,18790.67,0.025,1,7,11,237929.95,0.69,0
82603.04,90011.02,101787.51,11776.5,0.116,0,9,19,32081.69,0.74,0
149740.43,146998.03,186275.61,39277.57,0.211,0,2,14,34802.2,0.86,0
153636.75,161184.6,182547.91,21363.31,0.117,0,6,4,37959.83,0.85,0
83910.47,85150.16,90641.49,5491.33,0.061,0,12,10,29167.21,0.67,0
123081.12,140417.26,143152.62,2735.36,0.019,0,8,16,42445.42,0.77,0
429685.15,436930.99,501230.94,64299.95,0.128,0,11,19,99124.77,0.66,0
1319499.25,1299242.71,1592348.54,293105.83,0.184,1,6,18,381676.62,0.8,0
94390.78,112872.22,121368.53,8496.31,0.07,0,6,13,33935.19,0.66,0
115942.84,116021.34,130837.95,14816.6,0.113,0,5,18,38378.85,0.68,0
76713.67,80580.57,84975.33,4394.76,0.052,0,4,13,22418.58,0.9,0
524554.35,587041.7,655888.94,68847.24,0.105,2,15,8,173124.13,0.81,1
602560.32,640982.41,711521.19,70538.78,0.099,0,8,17,155848.81,0.69,0
62500.51,62157.66,77310.34,15152.68,0.196,0,5,18,15354.87,0.73,0
530432.34,570495.72,631304.06,60808.34,0.096,0,9,17,185969.89,0.87,0
822910.38,969074.28,959635.43,-9438.86,-0.01,1,10,19,215237.25,0.84,0
373708.58,402151.72,443738.44,41586.72,0.094,0,4,6,151923.17,0.89,0
1367168.53,1696988.15,1546163.38,-150824.77,-0.098,0,12,23,635939.94,0.81,1
621076.34,568554.78,764865.55,196310.78,0.257,0,5,12,159190.58,0.88,0
80946.43,94290.57,92368.94,-1921.63,-0.021,0,5,23,23065.18,0.68,0
313253.67,316686.61,357634.38,40947.78,0.114,0,4,14,113811.19,0.77,0
436746.83,501053.04,490602.58,-10450.46,-0.021,0,9,14,121085.04,0.87,0
126601.01,113895.67,163896.72,50001.05,0.305,1,6,18,41555.53,0.57,0
318013.24,375524.14,370386.09,-5138.05,-0.014,0,8,20,110377.65,0.69,1
180466.94,203899.98,204378.18,478.2,0.002,0,7,23,77141.5,0.75,0
858165.49,1005860.06,916644.15,-89215.91,-0.097,0,11,9,308115.63,0.73,1
2173404.68,2153191.08,2537690.86,384499.78,0.152,1,20,20,553832.99,0.9,0
585756.54,628485.29,621472.62,-7012.67,-0.011,0,8,16,157470.15,0.95,0
521968.65,649051.55,677617.75,28566.2,0.042,0,5,19,177567.66,0.75,1
1506423.19,1562434.32,1818489.96,256055.64,0.141,0,6,25,592268.55,0.77,0
628400.11,701434.03,742417.81,40983.78,0.055,0,6,13,227517.87,0.83,0
89822.5,102268.4,112299.74,10031.34,0.089,0,9,14,30014.62,0.71,0
1184687.41,1332859.72,1371281.39,38421.67,0.028,0,13,14,452771.55,0.87,0
146640.99,139521.77,182688.95,43167.18,0.236,0,3,16,42901.31,0.78,0
62184.01,57739.48,82656.97,24917.49,0.301,0,8,12,19855.2,0.92,0
140581.3,170506.99,163779.13,-6727.86,-0.041,0,3,6,50786.8,0.73,1
679280.88,694703.29,811848.92,117145.63,0.144,0,3,17,244777.73,0.95,0
767377.09,801843.11,849480.96,47637.85,0.056,0,4,13,241495.07,0.79,0
474876.14,516966.5,577595.14,60628.64,0.105,1,12,17,163259.98,0.81,0
210371.35,225342.06,248628.83,23286.77,0.094,0,6,17,85315.1,0.87,0
1048478.44,1147618.19,1202250.22,54632.03,0.045,1,13,22,365961.82,0.67,0
709102.89,809530.25,819673.02,10142.77,0.012,0,12,5,244869.29,0.52,0
728752.68,835829.17,809772.34,-26056.83,-0.032,0,8,20,189914.97,0.65,1
1887929.26,2255147.68,2229931.8,-25215.88,-0.011,1,16,20,502063.01,0.77,1
1044823.84,1180807.28,1218761.69,37954.4,0.031,1,11,20,345563.77,0.75,0
779066.05,790719.72,885194.81,94475.09,0.107,0,6,9,269773.55,0.76,0
103663.21,123507.9,112809.86,-10698.04,-0.095,0,3,8,27519.59,0.85,0
1664024.81,1611161.89,2008336.25,397174.36,0.198,2,18,26,571933.6,0.89,0
833651.89,908957.64,999791.17,90833.54,0.091,1,8,19,268748.37,0.8,0
199148.43,222747.35,243013.17,20265.82,0.083,0,9,6,83495.94,0.77,1
1599044.98,1446653.89,1999215.34,552561.45,0.276,1,14,26,376905.04,0.58,1
119448.66,121914.45,147558.57,25644.12,0.174,0,5,8,29278.54,0.72,0
580531.38,624736.85,694784.87,70048.01,0.101,0,10,19,226405.36,0.84,0
685121.8,765881.57,802279.01,36397.44,0.045,3,15,14,275057.72,0.81,1
432687.0,474096.29,493804.58,19708.29,0.04,0,2,10,108748.49,0.59,0
104394.87,101158.68,114011.48,12852.8,0.113,0,10,12,23713.27,0.7,0
769943.42,786365.12,926657.01,140291.89,0.151,0,7,22,235656.66,0.56,0
456450.23,466441.39,537631.97,71190.58,0.132,0,2,15,139263.61,0.75,0
557379.07,693869.39,691671.58,-2197.81,-0.003,1,9,6,263656.1,0.62,1
119113.49,126650.21,135205.37,8555.15,0.063,0,6,19,29241.01,0.72,0
408507.27,453576.6,499483.5,45906.9,0.092,0,7,14,136041.21,0.73,0
885749.98,870143.13,1050421.14,180278.01,0.172,0,9,13,322599.87,0.78,0
569933.25,618401.45,713580.63,95179.18,0.133,0,10,16,178524.58,0.72,0
657871.91,623377.53,711003.24,87625.7,0.123,2,8,10,154128.41,0.61,1
601472.06,696557.04,713981.88,17424.84,0.024,0,8,19,184151.84,0.84,0
736955.4,709296.85,872450.32,163153.47,0.187,0,9,17,167079.06,0.74,0
157874.46,181386.64,184585.01,3198.37,0.017,0,4,9,51123.69,0.7,0
478752.07,480215.56,536492.0,56276.44,0.105,0,9,16,161065.71,0.68,0
1436853.59,1659448.74,1721796.59,62347.84,0.036,0,13,22,419426.78,0.64,0
1730300.85,1651803.57,1938347.55,286543.99,0.148,2,10,21,469285.32,0.81,0
783329.13,797149.42,903413.32,106263.9,0.118,0,9,10,227514.28,0.62,0
1492367.46,1651359.33,1675046.64,23687.31,0.014,2,14,22,586082.91,0.74,0
566262.07,681198.68,708298.48,27099.79,0.038,0,2,12,252009.68,0.66,1
87715.47,93557.45,95114.22,1556.76,0.016,0,6,13,31822.67,0.71,0
678482.85,620290.94,745993.84,125702.89,0.169,0,7,16,182078.88,0.85,0
1503996.31,1309095.2,1701241.99,392146.79,0.231,0,15,31,367616.13,0.69,0
1328977.4,1385204.38,1504760.23,119555.85,0.079,0,16,20,522672.1,0.83,0
61230.38,68051.14,71469.4,3418.26,0.048,0,2,17,15526.24,0.81,0
1423093.31,1457797.49,1590172.14,132374.65,0.083,0,13,28,544287.61,0.7,0
146711.26,133011.17,172603.39,39592.22,0.229,1,13,6,31866.6,0.81,0
563894.61,580407.31,588153.01,7745.7,0.013,1,9,17,144822.11,0.59,0
790472.09,812825.93,960086.63,147260.7,0.153,2,11,16,308704.04,0.78,1
1197455.57,1206704.62,1385353.88,178649.26,0.129,2,12,9,370097.46,0.65,0
593842.82,685270.9,688565.96,3295.06,0.005,1,11,16,178118.01,0.64,1
155723.1,118222.48,196330.33,78107.85,0.398,0,5,8,29318.16,0.95,0
186873.43,167478.75,221922.56,54443.81,0.245,2,15,15,40568.6,0.95,0
675995.47,688633.71,757965.78,69332.07,0.091,0,3,13,245992.91,0.65,0
150453.69,176993.95,178556.88,1562.93,0.009,0,6,18,67013.57,0.64,0
719196.18,852146.45,903472.94,51326.49,0.057,1,9,17,284719.59,0.87,0
1773715.97,1692152.54,2177127.26,484974.72,0.223,0,14,25,529458.83,0.84,0
157572.8,154304.41,189262.51,34958.1,0.185,2,11,14,56065.18,0.7,0
75010.14,79735.77,88641.8,8906.03,0.1,0,6,4,29837.88,0.72,0
107800.75,132653.15,126848.59,-5804.56,-0.046,1,7,16,41415.56,0.77,1
1317836.87,1443221.28,1583312.75,140091.47,0.088,0,9,21,452206.37,0.73,0
1600237.87,1798077.99,1876937.91,78859.92,0.042,1,13,16,493299.49,0.86,0
585898.16,670931.2,705959.65,35028.44,0.05,1,6,14,225126.67,0.78,1
813225.49,860661.48,1008577.07,147915.59,0.147,0,10,15,308960.57,0.84,0
741849.1,796439.91,819514.07,23074.16,0.028,1,8,15,252988.54,0.82,0
380094.27,376901.58,405863.27,28961.69,0.071,0,9,22,91770.64,0.84,0
602200.11,526121.84,730928.32,204806.49,0.28,0,10,11,151315.45,0.8,0
453288.86,475132.16,539762.6,64630.44,0.12,0,6,3,132583.14,0.73,0
50284.48,58788.37,67324.54,8536.17,0.127,0,5,3,13188.92,0.81,0
138157.44,145505.91,151053.08,5547.17,0.037,0,2,10,36483.52,0.83,0
781857.67,813727.26,976677.87,162950.62,0.167,0,9,5,182198.65,0.71,0
496299.77,511513.63,579661.07,68147.45,0.118,0,10,12,145342.98,0.84,0
68674.04,76855.12,74389.02,-2466.1,-0.033,0,5,6,18429.14,0.67,1
1520843.43,1420784.58,1868137.5,447352.93,0.239,1,16,16,515064.64,0.7,0
199396.84,189301.93,214993.87,25691.94,0.12,0,2,8,41676.68,0.77,0
653811.21,721458.87,838713.12,117254.26,0.14,0,12,21,262050.68,0.64,0
697271.9,720680.31,858083.53,137403.22,0.16,1,10,22,222186.31,0.69,0
547299.76,534294.85,651296.33,117001.48,0.18,0,8,22,196717.35,0.68,0
1634918.54,1690736.24,1914658.03,223921.79,0.117,1,17,13,576248.52,0.74,0
752669.4,741895.97,842369.53,100473.57,0.119,0,10,13,204924.61,0.87,0
103637.26,129919.96,118223.11,-11696.85,-0.099,0,5,13,48911.39,0.73,1
143460.61,149690.89,169560.33,19869.43,0.117,0,4,6,50920.54,0.93,0
1546972.12,1725985.57,1912302.57,186317.0,0.097,0,16,24,422728.32,0.72,0
163797.36,168728.01,194535.52,25807.51,0.133,0,8,22,55731.85,0.83,0
174311.38,166795.52,207133.08,40337.56,0.195,1,8,9,44403.04,0.81,0
1959893.47,2144324.68,2523916.02,379591.34,0.15,0,13,18,707193.48,0.65,0
725382.25,783202.71,874568.81,91366.11,0.104,0,5,16,188914.61,0.61,0
558198.16,537079.23,652653.08,115573.84,0.177,2,9,16,143692.27,0.78,0
521428.11,546303.08,581923.27,35620.19,0.061,1,9,24,126793.46,0.92,0
1479912.33,1672633.59,1689194.06,16560.47,0.01,3,15,21,422286.69,0.92,1
147773.8,157710.03,173458.7,15748.67,0.091,0,2,5,45047.16,0.71,0
99238.97,109013.21,114601.5,5588.28,0.049,0,9,19,35928.46,0.6,1
924097.35,965304.39,1083023.1,117718.71,0.109,0,8,10,297802.32,0.67,0
119636.69,98281.3,143929.79,45648.5,0.317,0,7,3,25852.71,0.72,0
597201.48,469428.53,773668.73,304240.2,0.393,0,8,25,136098.53,0.75,0
131440.63,113833.31,157493.02,43659.71,0.277,0,2,3,41245.84,0.93,0
1607048.55,1693325.85,1766629.76,73303.91,0.041,0,14,20,485674.37,0.76,0
1824852.43,1756658.44,2114366.86,357708.42,0.169,1,16,19,497359.97,0.6,0
779028.06,831341.0,1019407.04,188066.03,0.184,0,3,18,265721.57,0.77,0
177583.92,186877.27,202999.5,16122.24,0.079,1,9,14,55981.08,0.65,1
659189.84,683957.37,809548.61,125591.24,0.155,0,10,13,158322.23,0.95,0
90184.27,92481.49,102564.56,10083.07,0.098,2,13,11,28352.18,0.81,1
119707.47,124272.33,135104.57,10832.24,0.08,0,8,19,37488.58,0.95,0
424962.33,462032.1,469766.29,7734.19,0.016,1,10,11,125207.29,0.75,0
178536.7,198467.49,211213.96,12746.47,0.06,0,8,14,45065.01,0.61,0
489621.96,543334.57,595604.51,52269.93,0.088,2,8,15,150924.49,0.84,1
565542.66,573697.22,642453.35,68756.13,0.107,0,3,11,142059.11,0.71,0
598349.05,660896.18,761738.64,100842.46,0.132,1,10,11,249286.75,0.95,0
85425.54,91176.8,100095.91,8919.11,0.089,0,8,17,24675.72,0.72,0
474659.81,462370.99,553499.43,91128.44,0.165,0,9,15,154229.75,0.76,0
